id,observed_on,latitude,longitude,place_county_name,place_state_name,place_country_name,scientific_name,common_name,taxon_family_name,taxon_genus_name,taxon_species_name
15918306,2018-08-25,45.3903355077,-110.9532516171,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia
15918334,2018-08-25,45.3900127626,-110.9529098031,Gallatin,Montana,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice
15918350,2018-08-25,45.3897498222,-110.9528397304,Gallatin,Montana,United States,Speyeria egleis,Great Basin Fritillary,Nymphalidae,Speyeria,Speyeria egleis
15918362,2018-08-25,45.3896212858,-110.9507902713,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia
15930566,2018-07-28,46.4279715,-111.19952237,Broadwater,Montana,United States,Parnassius smintheus,Rocky Mountain Parnassian,Papilionidae,Parnassius,Parnassius smintheus
15930693,2018-08-25,48.7191083333,-113.6405716667,Glacier,Montana,United States,Plebejus melissa,Melissa Blue,Lycaenidae,Plebejus,Plebejus melissa
15997675,2018-07-26,46.8320000536,-113.9408109455,Missoula,Montana,United States,Limenitis lorquini,Lorquin's Admiral,Nymphalidae,Limenitis,Limenitis lorquini
15997684,2018-07-26,46.838194595,-113.9546937703,Missoula,Montana,United States,Cercyonis pegala,Common Wood-Nymph,Nymphalidae,Cercyonis,Cercyonis pegala
16079451,2018-08-17,46.4899964176,-114.1757120937,Ravalli,Montana,United States,Neophasia menapia,Pine White,Pieridae,Neophasia,Neophasia menapia
16079460,2018-08-17,46.4824936517,-114.1753553599,Ravalli,Montana,United States,Nymphalis antiopa,Mourning Cloak,Nymphalidae,Nymphalis,Nymphalis antiopa
16132071,2018-08-24,46.9622083333,-111.9423666667,Lewis and Clark,Montana,United States,Cercyonis pegala,Common Wood-Nymph,Nymphalidae,Cercyonis,Cercyonis pegala
